cnr,courtCode,courtName,stateCode,stateName,caseType,filingDate,decisionDate,caseDurationDays,cohort,filingYear,decisionYear,hasJudgments,tier
UPHC010265182021,UPHC01,Allahabad High Court,UP,Uttar Pradesh,CRL_A,2021-02-05,2024-09-27,1330,2024_disposed,2021,2024,True,hc
UPHC010295342010,UPHC01,Allahabad High Court,UP,Uttar Pradesh,CRL_A,2010-03-12,2024-08-08,5263,2024_disposed,2010,2024,False,hc
UPHC010185472024,UPHC01,Allahabad High Court,UP,Uttar Pradesh,CRL_A,2024-01-08,2024-09-02,238,2024_disposed,2024,2024,False,hc
UPHC010181762024,UPHC01,Allahabad High Court,UP,Uttar Pradesh,CRL_A,2024-01-08,2024-05-10,123,2024_disposed,2024,2024,False,hc
UPHC010189562024,UPHC01,Allahabad High Court,UP,Uttar Pradesh,CRL_A,2024-01-08,2024-01-30,22,2024_disposed,2024,2024,False,hc
UPHC012711422023,UPHC01,Allahabad High Court,UP,Uttar Pradesh,CRL_A,2023-12-07,2024-01-10,34,2024_disposed,2023,2024,True,hc
UPHC012712462023,UPHC01,Allahabad High Court,UP,Uttar Pradesh,CRL_A,2023-12-07,2024-01-11,35,2024_disposed,2023,2024,True,hc
UPHC012712272023,UPHC01,Allahabad High Court,UP,Uttar Pradesh,CRL_A,2023-12-07,2024-01-17,41,2024_disposed,2023,2024,True,hc
UPHC010202832024,UPHC01,Allahabad High Court,UP,Uttar Pradesh,CRL_A,2024-01-09,2024-03-05,56,2024_disposed,2024,2024,False,hc
UPHC011611532023,UPHC01,Allahabad High Court,UP,Uttar Pradesh,CRL_A,2023-07-21,2024-09-20,427,2024_disposed,2023,2024,True,hc
UPHC011215892023,UPHC01,Allahabad High Court,UP,Uttar Pradesh,CRL_A,2023-05-23,2024-05-30,373,2024_disposed,2023,2024,True,hc
UPHC011691442023,UPHC01,Allahabad High Court,UP,Uttar Pradesh,CRL_A,2023-07-31,2024-01-31,184,2024_disposed,2023,2024,True,hc
UPHC010150532023,UPHC01,Allahabad High Court,UP,Uttar Pradesh,CRL_A,2023-01-19,2024-04-15,452,2024_disposed,2023,2024,True,hc
UPHC012417352023,UPHC01,Allahabad High Court,UP,Uttar Pradesh,CRL_A,2023-10-30,2024-01-03,65,2024_disposed,2023,2024,True,hc
UPHC010980582019,UPHC01,Allahabad High Court,UP,Uttar Pradesh,CRL_A,2019-05-09,2024-05-27,1845,2024_disposed,2019,2024,True,hc
UPHC011939552016,UPHC01,Allahabad High Court,UP,Uttar Pradesh,CRL_A,2016-10-24,2024-09-30,2898,2024_disposed,2016,2024,True,hc
UPHC011465512023,UPHC01,Allahabad High Court,UP,Uttar Pradesh,CRL_A,2023-07-05,2024-02-01,211,2024_disposed,2023,2024,True,hc
UPHC010350052019,UPHC01,Allahabad High Court,UP,Uttar Pradesh,CRL_A,2019-02-15,2024-07-26,1988,2024_disposed,2019,2024,True,hc
UPHC011707722023,UPHC01,Allahabad High Court,UP,Uttar Pradesh,CRL_A,2023-08-01,2024-02-13,196,2024_disposed,2023,2024,True,hc
UPHC011726702023,UPHC01,Allahabad High Court,UP,Uttar Pradesh,CRL_A,2023-08-03,2024-02-19,200,2024_disposed,2023,2024,True,hc
UPHC012238482022,UPHC01,Allahabad High Court,UP,Uttar Pradesh,CRL_A,2022-11-15,2024-02-26,468,2024_disposed,2022,2024,True,hc
UPHC012238412023,UPHC01,Allahabad High Court,UP,Uttar Pradesh,CRL_A,2023-10-06,2024-02-16,133,2024_disposed,2023,2024,True,hc
UPHC010807802018,UPHC01,Allahabad High Court,UP,Uttar Pradesh,CRL_A,2018-04-24,2024-05-17,2215,2024_disposed,2018,2024,False,hc
UPHC010546702023,UPHC01,Allahabad High Court,UP,Uttar Pradesh,CRL_A,2023-03-04,2024-09-19,565,2024_disposed,2023,2024,True,hc
UPHC010279522006,UPHC01,Allahabad High Court,UP,Uttar Pradesh,CRL_A,2006-08-28,2024-04-19,6444,2024_disposed,2006,2024,True,hc
UPHC011675192010,UPHC01,Allahabad High Court,UP,Uttar Pradesh,CRL_A,2010-03-30,2024-07-25,5231,2024_disposed,2010,2024,False,hc
UPHC011538982010,UPHC01,Allahabad High Court,UP,Uttar Pradesh,CRL_A,2010-08-03,2024-07-31,5111,2024_disposed,2010,2024,True,hc
UPHC011558552019,UPHC01,Allahabad High Court,UP,Uttar Pradesh,CRL_A,2019-08-05,2024-01-24,1633,2024_disposed,2019,2024,True,hc
HCMA010419632011,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2011-07-25,2024-06-10,4704,2024_disposed,2011,2024,True,hc
HCMA010771132024,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2024-04-22,2024-04-30,8,2024_disposed,2024,2024,True,hc
HCMA011256372020,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2020-12-10,2024-04-16,1223,2020_filed,2020,2024,False,hc
HCMA011256372020,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2020-12-10,2024-04-16,1223,2024_disposed,2020,2024,False,hc
HCMA010406962016,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2016-07-11,2024-06-13,2894,2024_disposed,2016,2024,True,hc
HCMA010958142023,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2023-06-01,2024-07-24,419,2024_disposed,2023,2024,True,hc
HCMA012015922022,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2022-12-12,2024-12-17,736,2024_disposed,2022,2024,True,hc
HCMA012007672024,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2024-10-24,2024-11-22,29,2024_disposed,2024,2024,True,hc
HCMA011403152021,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2021-11-02,2024-01-03,792,2024_disposed,2021,2024,True,hc
HCMA010500552018,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2018-01-04,2024-06-11,2350,2024_disposed,2018,2024,True,hc
HCMA011402262023,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2023-08-02,2024-08-08,372,2024_disposed,2023,2024,True,hc
HCMA010616692012,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2012-02-03,2024-02-28,4408,2024_disposed,2012,2024,True,hc
HCMA011925242022,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2022-11-28,2024-06-28,578,2024_disposed,2022,2024,True,hc
HCMA011998332023,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2023-11-02,2024-04-02,152,2024_disposed,2023,2024,True,hc
HCMA010217252015,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2015-07-09,2024-07-15,3294,2024_disposed,2015,2024,True,hc
HCMA011962072023,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2023-10-30,2024-03-26,148,2024_disposed,2023,2024,True,hc
HCMA012042392024,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2024-10-29,2024-12-02,34,2024_disposed,2024,2024,True,hc
HCMA011003402021,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2021-08-16,2024-06-21,1040,2024_disposed,2021,2024,False,hc
HCMA011996992023,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2023-11-02,2024-09-09,312,2024_disposed,2023,2024,True,hc
HCMA011783932024,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2024-09-23,2024-11-11,49,2024_disposed,2024,2024,True,hc
HCMA011380492024,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2024-07-29,2024-11-06,100,2024_disposed,2024,2024,True,hc
HCMA011892272024,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2024-10-07,2024-10-09,2,2024_disposed,2024,2024,True,hc
HCMA010349082018,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2018-07-11,2024-08-29,2241,2024_disposed,2018,2024,True,hc
HCMA010072032024,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2024-01-10,2024-03-14,64,2024_disposed,2024,2024,True,hc
HCMA010087572021,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2021-01-21,2024-02-23,1128,2024_disposed,2021,2024,True,hc
HCMA010755112013,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2012-10-30,2024-07-09,4270,2024_disposed,2012,2024,True,hc
HCMA011964222022,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2022-12-02,2024-07-08,584,2024_disposed,2022,2024,True,hc
HCMA010345362024,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2024-02-22,2024-03-01,8,2024_disposed,2024,2024,True,hc
HCMA011461772021,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2021-11-18,2024-06-20,945,2024_disposed,2021,2024,True,hc
HCMA011381972023,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2023-07-31,2024-10-04,431,2024_disposed,2023,2024,True,hc
HCMA011283462021,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2021-10-06,2024-07-11,1009,2024_disposed,2021,2024,True,hc
HCMA011432462021,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2021-11-12,2024-04-04,874,2024_disposed,2021,2024,False,hc
HCMA011650522024,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2024-09-02,2024-09-26,24,2024_disposed,2024,2024,True,hc
HCMA011557422023,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2023-08-25,2024-06-20,300,2024_disposed,2023,2024,True,hc
HCMA011557532023,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2023-08-25,2024-07-02,312,2024_disposed,2023,2024,True,hc
HCMA010395912016,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2016-04-25,2024-07-19,3007,2024_disposed,2016,2024,True,hc
HCMA010637102021,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2021-04-27,2024-07-16,1176,2024_disposed,2021,2024,False,hc
HCMA010460322018,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2011-07-22,2024-01-24,4569,2024_disposed,2011,2024,True,hc
HCMA010104442019,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2019-01-18,2024-07-16,2006,2024_disposed,2019,2024,True,hc
HCMA010867832024,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2024-05-06,2024-06-11,36,2024_disposed,2024,2024,True,hc
HCMA010279662022,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2022-02-24,2024-07-19,876,2024_disposed,2022,2024,True,hc
HCMA012142602024,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2024-11-14,2024-12-17,33,2024_disposed,2024,2024,True,hc
HCMA010562902021,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2021-04-15,2024-04-18,1099,2024_disposed,2021,2024,True,hc
HCMA010181552018,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2018-03-16,2024-07-30,2328,2024_disposed,2018,2024,True,hc
HCMA010169042018,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2018-03-14,2024-02-09,2158,2024_disposed,2018,2024,True,hc
HCMA010539142022,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2022-04-07,2024-08-01,847,2024_disposed,2022,2024,True,hc
HCMA011022962021,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2021-08-19,2024-07-11,1057,2024_disposed,2021,2024,True,hc
HCMA010168362019,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2019-01-25,2024-02-05,1837,2024_disposed,2019,2024,True,hc
HCMA010375772020,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2020-02-28,2024-03-05,1467,2020_filed,2020,2024,True,hc
HCMA010375772020,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2020-02-28,2024-03-05,1467,2024_disposed,2020,2024,True,hc
HCMA010004012021,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2021-01-04,2024-04-16,1198,2024_disposed,2021,2024,True,hc
HCMA011849582023,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2023-10-09,2024-09-02,329,2024_disposed,2023,2024,True,hc
HCMA010268912018,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2018-05-02,2024-07-02,2253,2024_disposed,2018,2024,True,hc
HCMA010805822022,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2022-06-06,2024-07-22,777,2024_disposed,2022,2024,True,hc
HCMA010550992021,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2021-04-15,2024-04-17,1098,2024_disposed,2021,2024,True,hc
HCMA010448972015,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2015-06-01,2024-07-09,3326,2024_disposed,2015,2024,True,hc
HCMA011223232024,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2024-07-09,2024-08-27,49,2024_disposed,2024,2024,True,hc
HCMA010007462023,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2023-01-02,2024-11-19,687,2024_disposed,2023,2024,True,hc
HCMA011270292020,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2020-12-12,2024-07-04,1300,2020_filed,2020,2024,True,hc
HCMA011270292020,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2020-12-12,2024-07-04,1300,2024_disposed,2020,2024,True,hc
HCMA010748222020,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2020-08-18,2024-02-13,1274,2020_filed,2020,2024,True,hc
HCMA010748222020,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2020-08-18,2024-02-13,1274,2024_disposed,2020,2024,True,hc
HCMA010595612024,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2024-03-25,2024-07-24,121,2024_disposed,2024,2024,True,hc
HCMA010497272019,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2019-03-14,2024-11-27,2085,2024_disposed,2019,2024,True,hc
HCMA010580502024,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2024-03-22,2024-06-03,73,2024_disposed,2024,2024,True,hc
HCMA010412282018,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2018-08-07,2024-07-11,2165,2024_disposed,2018,2024,True,hc
HCMA011397862021,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2021-11-01,2024-08-23,1026,2024_disposed,2021,2024,True,hc
HCMA010142682019,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2019-01-23,2024-07-16,2001,2024_disposed,2019,2024,False,hc
HCMA011504262021,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2021-11-25,2024-01-23,789,2024_disposed,2021,2024,True,hc
HCMA011528052021,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2021-11-30,2024-08-02,976,2024_disposed,2021,2024,True,hc
HCMA012010122024,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2024-10-24,2024-11-18,25,2024_disposed,2024,2024,True,hc
HCMA010594342021,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2021-04-20,2024-04-18,1094,2024_disposed,2021,2024,True,hc
HCMA011557272023,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2023-08-25,2024-07-02,312,2024_disposed,2023,2024,True,hc
HCMA010971152019,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2019-06-11,2024-01-22,1686,2024_disposed,2019,2024,True,hc
HCMA010684612016,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2016-01-22,2024-09-03,3147,2024_disposed,2016,2024,True,hc
HCMA010381062021,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2021-03-10,2024-07-02,1210,2024_disposed,2021,2024,True,hc
HCMA010117792024,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2024-01-22,2024-06-20,150,2024_disposed,2024,2024,True,hc
HCMA011381802021,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2021-10-28,2024-07-18,994,2024_disposed,2021,2024,True,hc
HCMA010676692021,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2021-05-10,2024-08-07,1185,2024_disposed,2021,2024,False,hc
HCMA010410142018,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2018-07-12,2024-09-19,2261,2024_disposed,2018,2024,True,hc
HCMA010414542016,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2016-03-23,2024-08-07,3059,2024_disposed,2016,2024,True,hc
HCMA010675302019,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2019-04-09,2024-09-06,1977,2024_disposed,2019,2024,False,hc
HCMA011774472023,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2023-09-26,2024-08-09,318,2024_disposed,2023,2024,True,hc
HCMA010412102011,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2011-03-01,2024-07-26,4896,2024_disposed,2011,2024,False,hc
HCMA010181742023,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2023-01-30,2024-03-13,408,2024_disposed,2023,2024,True,hc
HCMA012264362023,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2023-12-15,2024-02-15,62,2024_disposed,2023,2024,True,hc
HCMA011080822024,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2024-06-20,2024-07-03,13,2024_disposed,2024,2024,True,hc
HCMA010513172024,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2024-03-14,2024-04-17,34,2024_disposed,2024,2024,True,hc
HCMA011080782024,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2024-06-20,2024-10-30,132,2024_disposed,2024,2024,True,hc
HCMA010013022017,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2016-08-18,2024-07-18,2891,2024_disposed,2016,2024,True,hc
HCMA011404972023,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2023-08-02,2024-04-15,257,2024_disposed,2023,2024,True,hc
HCMA011113862020,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2020-11-10,2024-08-07,1366,2020_filed,2020,2024,True,hc
HCMA011113862020,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2020-11-10,2024-08-07,1366,2024_disposed,2020,2024,True,hc
HCMA011319612020,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2020-12-21,2024-04-12,1208,2020_filed,2020,2024,False,hc
HCMA011319612020,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2020-12-21,2024-04-12,1208,2024_disposed,2020,2024,False,hc
HCMA011319572021,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2021-10-20,2024-07-10,994,2024_disposed,2021,2024,True,hc
HCMA010488382024,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2024-03-12,2024-08-19,160,2024_disposed,2024,2024,True,hc
HCMA010473122022,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2022-03-29,2024-04-26,759,2024_disposed,2022,2024,True,hc
HCMA010762272020,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2020-08-21,2024-03-26,1313,2020_filed,2020,2024,True,hc
HCMA010762272020,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2020-08-21,2024-03-26,1313,2024_disposed,2020,2024,True,hc
HCMA010191742018,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2018-03-02,2024-07-04,2316,2024_disposed,2018,2024,True,hc
HCMA010438652015,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2015-01-12,2024-08-01,3489,2024_disposed,2015,2024,True,hc
HCMA010398572016,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2016-04-25,2024-04-30,2927,2024_disposed,2016,2024,True,hc
HCMA010217382018,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2018-04-05,2024-11-20,2421,2024_disposed,2018,2024,True,hc
HCMA010487782018,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2018-01-11,2024-07-11,2373,2024_disposed,2018,2024,True,hc
HCMA011595342024,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2024-08-28,2024-09-25,28,2024_disposed,2024,2024,True,hc
HCMA010539002024,HCMA01,Madras HC (Chennai),TN,Tamil Nadu,CRL_A,2024-03-18,2024-04-23,36,2024_disposed,2024,2024,True,hc
KACD410015052023,KACD41,SENIOR CIVIL JUDGE AND JMFC HOLALKERE,KA,Karnataka,CS,2023-10-13,2024-12-14,428,2024_disposed,2023,2024,True,district
KACD410003152024,KACD41,SENIOR CIVIL JUDGE AND JMFC HOLALKERE,KA,Karnataka,CS,2024-02-21,2024-11-08,261,2024_disposed,2024,2024,True,district
KACD410004352023,KACD41,SENIOR CIVIL JUDGE AND JMFC HOLALKERE,KA,Karnataka,CS,2023-04-13,2024-12-14,611,2024_disposed,2023,2024,True,district
KACD410012942021,KACD41,SENIOR CIVIL JUDGE AND JMFC HOLALKERE,KA,Karnataka,CS,2021-07-29,2024-11-07,1197,2024_disposed,2021,2024,True,district
KACD410006702023,KACD41,SENIOR CIVIL JUDGE AND JMFC HOLALKERE,KA,Karnataka,CS,2023-06-16,2024-09-14,456,2024_disposed,2023,2024,True,district
KACD410001242024,KACD41,SENIOR CIVIL JUDGE AND JMFC HOLALKERE,KA,Karnataka,CS,2024-01-25,2024-09-14,233,2024_disposed,2024,2024,True,district
KACD420021342023,KACD42,Prl.Civil Judge and jmfc Holalkere,KA,Karnataka,CS,2023-12-18,2024-03-16,89,2024_disposed,2023,2024,True,district
KACD410000352023,KACD41,SENIOR CIVIL JUDGE AND JMFC HOLALKERE,KA,Karnataka,CS,2023-01-16,2024-11-07,661,2024_disposed,2023,2024,True,district
KACD420017282023,KACD42,Prl.Civil Judge and jmfc Holalkere,KA,Karnataka,CS,2023-11-04,2024-07-04,243,2024_disposed,2023,2024,True,district
KACD410014172023,KACD41,,KA,Karnataka,CS,2023-09-26,2024-12-14,445,2024_disposed,2023,2024,True,district
KACD410014162023,KACD41,,KA,Karnataka,CS,2023-09-26,2024-01-03,99,2024_disposed,2023,2024,True,district
KACD410021582022,KACD41,,KA,Karnataka,CS,2022-11-14,2024-03-01,473,2024_disposed,2022,2024,True,district
KACD410014882023,KACD41,SENIOR CIVIL JUDGE AND JMFC HOLALKERE,KA,Karnataka,CS,2023-10-10,2024-09-14,340,2024_disposed,2023,2024,True,district
KACD410014852023,KACD41,SENIOR CIVIL JUDGE AND JMFC HOLALKERE,KA,Karnataka,CS,2023-10-10,2024-02-21,134,2024_disposed,2023,2024,True,district
KACD410014862023,KACD41,SENIOR CIVIL JUDGE AND JMFC HOLALKERE,KA,Karnataka,CS,2023-10-10,2024-02-21,134,2024_disposed,2023,2024,True,district
KACD410007332023,KACD41,SENIOR CIVIL JUDGE AND JMFC HOLALKERE,KA,Karnataka,CS,2023-06-28,2024-03-16,262,2024_disposed,2023,2024,True,district
KACD410000862024,KACD41,SENIOR CIVIL JUDGE AND JMFC HOLALKERE,KA,Karnataka,CS,2024-01-22,2024-11-08,291,2024_disposed,2024,2024,True,district
KACD410004302023,KACD41,,KA,Karnataka,CS,2023-04-13,2024-12-14,611,2024_disposed,2023,2024,True,district
KACD410016642021,KACD41,,KA,Karnataka,CS,2021-08-27,2024-01-29,885,2024_disposed,2021,2024,True,district
KACD410022882022,KACD41,SENIOR CIVIL JUDGE AND JMFC HOLALKERE,KA,Karnataka,CS,2022-12-16,2024-11-07,692,2024_disposed,2022,2024,True,district
KACD410014132023,KACD41,,KA,Karnataka,CS,2023-09-26,2024-01-03,99,2024_disposed,2023,2024,True,district
KACD410006412022,KACD41,,KA,Karnataka,CS,2022-03-03,2024-09-14,926,2024_disposed,2022,2024,True,district
KACD410010352023,KACD41,,KA,Karnataka,CS,2023-08-18,2024-11-07,447,2024_disposed,2023,2024,True,district
KACD410020312022,KACD41,,KA,Karnataka,CS,2022-10-14,2024-01-03,446,2024_disposed,2022,2024,True,district
KACD410001952024,KACD41,,KA,Karnataka,CS,2024-02-07,2024-04-20,73,2024_disposed,2024,2024,True,district
KACD410011802022,KACD41,,KA,Karnataka,CS,2022-05-30,2024-03-28,668,2024_disposed,2022,2024,True,district
KACD410014792023,KACD41,,KA,Karnataka,CS,2023-10-09,2024-11-08,396,2024_disposed,2023,2024,True,district
KACD410014122023,KACD41,,KA,Karnataka,CS,2023-09-26,2024-01-03,99,2024_disposed,2023,2024,True,district
KACD410014192023,KACD41,,KA,Karnataka,CS,2023-09-26,2024-01-03,99,2024_disposed,2023,2024,True,district
KACD410014182023,KACD41,,KA,Karnataka,CS,2023-09-26,2024-01-03,99,2024_disposed,2023,2024,True,district
KACD410021822021,KACD41,,KA,Karnataka,CS,2021-11-09,2024-04-19,892,2024_disposed,2021,2024,True,district
KACD410008462023,KACD41,,KA,Karnataka,CS,2023-07-20,2024-09-14,422,2024_disposed,2023,2024,True,district
KACD410001792024,KACD41,,KA,Karnataka,CS,2024-02-02,2024-04-20,78,2024_disposed,2024,2024,True,district
KACD410008342021,KACD41,SENIOR CIVIL JUDGE AND JMFC HOLALKERE,KA,Karnataka,CS,2021-04-16,2024-04-19,1099,2024_disposed,2021,2024,True,district
KACD410008252024,KACD41,SENIOR CIVIL JUDGE AND JMFC HOLALKERE,KA,Karnataka,CS,2024-06-11,2024-07-13,32,2024_disposed,2024,2024,True,district
KACD410008282024,KACD41,SENIOR CIVIL JUDGE AND JMFC HOLALKERE,KA,Karnataka,CS,2024-06-12,2024-12-14,185,2024_disposed,2024,2024,True,district
KACD410014542023,KACD41,SENIOR CIVIL JUDGE AND JMFC HOLALKERE,KA,Karnataka,CS,2023-10-04,2024-02-20,139,2024_disposed,2023,2024,True,district
KACD410014562023,KACD41,SENIOR CIVIL JUDGE AND JMFC HOLALKERE,KA,Karnataka,CS,2023-10-04,2024-02-20,139,2024_disposed,2023,2024,True,district
KACD410014912023,KACD41,SENIOR CIVIL JUDGE AND JMFC HOLALKERE,KA,Karnataka,CS,2023-10-11,2024-11-11,397,2024_disposed,2023,2024,True,district
KACD410009062023,KACD41,SENIOR CIVIL JUDGE AND JMFC HOLALKERE,KA,Karnataka,CS,2023-08-02,2024-01-05,156,2024_disposed,2023,2024,True,district
KACD410014302023,KACD41,SENIOR CIVIL JUDGE AND JMFC HOLALKERE,KA,Karnataka,CS,2023-09-27,2024-11-07,407,2024_disposed,2023,2024,True,district
KACD410001822024,KACD41,SENIOR CIVIL JUDGE AND JMFC HOLALKERE,KA,Karnataka,CS,2024-02-03,2024-11-08,279,2024_disposed,2024,2024,True,district
KACD410009322023,KACD41,SENIOR CIVIL JUDGE AND JMFC HOLALKERE,KA,Karnataka,CS,2023-08-05,2024-07-13,343,2024_disposed,2023,2024,True,district
KACD410005702024,KACD41,SENIOR CIVIL JUDGE AND JMFC HOLALKERE,KA,Karnataka,CS,2024-04-03,2024-11-08,219,2024_disposed,2024,2024,True,district
